batch_time	read_number	channel	num_samples	read_id	sequence_length	decision
1691784385.7538314	54112	91	5020	b5aad305-e83c-46f3-81d5-3914886521f8	407	unblock
1691784395.33057	58939	212	5005	05ca2f01-ac0c-4c3b-9459-21001296f85b	399	unblock
1691784706.827232	64025	219	5010	7dc6547c-f7e2-402d-bee4-dace44de9da0	286	unblock
1691784887.5066729	41722	123	5006	70b33d6e-5a41-435f-93b2-9f30369a3ddb	420	unblock
1691784930.6643853	59523	55	5009	254c2fea-2915-4f40-adbe-a6a3dcc3fa62	385	unblock
1691785019.7874224	57269	204	5008	eb8ff6f3-7b54-4eff-b84e-cc14ddadfe46	397	unblock
1691785061.153746	68919	158	5019	832bd6c3-ec02-4f84-9546-94fb863babed	410	unblock
1691785110.9905388	36872	37	5005	50762059-875b-4ad4-9397-d1475b9ab8eb	383	unblock
1691785203.0647666	41701	90	5008	03d61b05-e9b9-48d2-9c72-295c2102b494	425	unblock
1691785203.790036	57161	64	5003	6a3e483c-920c-4624-95c9-f3933bab20dc	376	unblock
1691785263.3056924	57167	252	5002	c4933215-8792-4599-8e56-08e2ebe7c471	420	unblock
1691785268.7146764	65800	116	5002	3148f85d-9d17-460b-89a8-a59d2faef42b	399	unblock
1691785289.489745	47796	251	5001	55e9c60c-1ecc-4a73-9bd8-3c9a777d04b9	414	unblock
1691785352.4455793	78242	129	5002	f538227a-4780-4327-8c67-5de3056abf32	437	unblock
1691785457.3423133	60873	45	5009	060445e1-0bac-48a3-b493-3e5dd3fc1a3c	380	unblock
1691785742.824501	71419	107	5002	ca1ab290-76e2-491c-832e-2000d1a2c31b	338	unblock
1691785832.716185	49334	251	5012	75e3478a-8dd3-4785-ba8e-712f18f74f8a	388	no_decision
1691785833.9043903	49334	251	10015	75e3478a-8dd3-4785-ba8e-712f18f74f8a	771	no_decision
1691785834.906556	49334	251	15015	75e3478a-8dd3-4785-ba8e-712f18f74f8a	1146	no_decision
1691785835.5843997	49334	251	20019	75e3478a-8dd3-4785-ba8e-712f18f74f8a	1527	no_decision
1691785911.3252077	71393	191	5004	6e0139b5-43ac-4830-861f-a1cb218a4103	381	unblock
1691785955.133398	58693	98	5005	07c9bf46-c6c8-4d95-8f55-a231151f9b8f	297	unblock
1691785960.946696	166129	195	5000	2768c5b5-5c0c-47c5-a0af-acad6fb6f5f9	409	unblock
1691786063.886716	67638	215	5004	874d64e0-257f-4544-933e-dd76bc319ade	387	unblock
1691786885.541257	82739	129	5001	5f354866-e4d7-43b2-956a-480061669d26	371	unblock
1691786945.826581	52570	82	5004	5cf3da31-d71d-42c7-9fb9-82ea14cb3ad1	273	no_decision
1691786946.850171	52570	82	10022	5cf3da31-d71d-42c7-9fb9-82ea14cb3ad1	638	no_decision
1691786947.968168	52570	82	15024	5cf3da31-d71d-42c7-9fb9-82ea14cb3ad1	976	no_decision
1691786948.7232049	52570	82	20025	5cf3da31-d71d-42c7-9fb9-82ea14cb3ad1	1351	no_decision
1691786949.9013195	52570	82	25034	5cf3da31-d71d-42c7-9fb9-82ea14cb3ad1	1717	no_decision
1691786950.9650664	52570	82	30035	5cf3da31-d71d-42c7-9fb9-82ea14cb3ad1	2078	no_decision
1691786987.5054655	70315	249	5004	bcc297ee-be6e-45bc-a6ed-41f321a88b11	390	unblock
1691786997.9973469	63267	99	5001	35e234f8-ed32-41f4-82ce-8452ea3e2b6d	383	unblock
1691787036.7307696	72371	74	5014	b4dce9fa-1fcd-41d1-99c5-e20f75ca16d3	288	no_decision
1691787157.4260242	54038	171	5000	0247cc33-98e4-4978-aecb-b74ada3f2a45	369	unblock
1691787181.3633692	52247	110	5000	3f64ef6b-ea8f-4d98-a4a9-e75431453133	375	unblock
1691787188.5519369	59441	51	5004	61951833-2541-484c-826b-225a36b563f3	399	unblock
1691787407.922056	65188	85	5006	b6914b01-25a7-4344-b53b-8c18c37aab62	386	unblock
1691787418.250924	57490	44	5002	a9575a17-bc6a-4968-b31d-c5e499f325cf	414	no_decision
1691787421.735247	130422	118	5000	e32b211b-0335-406e-ad9e-41cb53159c94	176	no_decision
1691787422.9137294	130422	118	10011	e32b211b-0335-406e-ad9e-41cb53159c94	377	no_decision
1691787423.6995656	130422	118	15016	e32b211b-0335-406e-ad9e-41cb53159c94	802	unblock
1691787620.859934	50816	200	5000	1e458b45-afe0-4646-a4ad-a080e0b5eeb4	401	unblock
1691787717.6761608	62817	64	5001	232799a8-2b04-4e80-93ef-82312d82c059	434	unblock
1691787730.3951504	241971	228	5004	0a2f9af7-d02a-4f32-b48c-fd1cdf58c0bd	431	unblock
1691787797.7006223	235518	133	5004	aef2f1e6-44a5-4d5b-90a0-060252b098fc	421	unblock
1691787828.2100968	69676	207	5003	909076d6-f2b8-4cb7-aa0e-46bd397d1175	372	unblock
1691787849.040138	78776	206	5014	f6ea2474-77aa-48e5-a814-d88150670426	376	unblock
1691787895.9561892	74254	152	5010	b8bafabd-1451-45b0-804f-0504e15cc428	311	unblock
1691787896.6941233	64888	111	5004	3db5029b-e6a3-4834-88ad-9144c61a587e	419	unblock
1691787927.5489275	55928	187	5004	7525b56c-5f47-4cae-a1dc-1ebd8e18378f	415	unblock
1691787976.0764468	111514	96	5002	b1da54c6-c163-4ae3-8d38-81c0fb354102	372	unblock
1691788060.6601293	63642	106	5001	cadcdb16-7bca-4ff8-bd08-56f74fcd9cab	417	unblock
1691788167.1541884	60349	62	5000	ff6fa242-d8a8-428e-bde6-5d45ef82b790	425	unblock
1691788209.4483926	67936	153	5004	608de049-e6ca-4edf-9ef3-afba7ef6f123	410	unblock
1691788381.449724	64844	252	5005	353b92c5-030b-4fc2-9da1-5982bda8b23c	384	unblock
1691788392.933832	227305	72	5010	a026a9ca-7ee1-4e24-93a6-0817c069f49c	302	unblock
1691788440.2371013	66397	201	5003	f997badb-f0d5-43ac-a991-b6e4439adce6	401	unblock
1691788553.7574112	64629	78	5008	38d06f1b-a209-48bd-bb62-aaad028f90e0	422	unblock
1691788565.5165284	63150	84	5017	f1a1caaf-bd73-43ef-86fb-fde6dfd67c4a	393	unblock
1691788612.425192	71288	205	5002	f2d0b32d-26e0-49c6-9b9e-a479fd2ef0fe	399	unblock
1691788634.9266655	92504	20	5004	e7c87bd2-fd3b-4b06-99e7-8054e14b2375	325	unblock
1691788783.2510622	115707	225	5010	f4c2dc27-7a3a-45c4-bd4a-f5f8767c1e34	389	unblock
1691788822.6680515	84745	216	5000	cdeb4df1-919a-4ede-b8ea-6b8c24e5ee39	403	unblock
1691788895.075672	68599	49	5004	a5a38e3f-46f2-47a3-ae59-90887721cad2	539	unblock
1691788945.8807242	68022	127	5007	87750b28-11f6-4e49-8661-2ee378354bdf	425	no_decision
1691788946.9406152	68022	127	10014	87750b28-11f6-4e49-8661-2ee378354bdf	860	no_decision
1691788979.285964	70627	42	5001	a71d1ba2-3fbd-40c8-82b5-bb1d025ccf17	342	unblock
1691789057.2351294	53893	123	5002	07ec40f3-5397-4f71-a960-9b2c42c10c55	436	unblock
1691789073.0434048	65079	51	5000	f0207911-6573-4bea-bf71-cd3133b27773	321	unblock
1691789386.0428252	62910	102	5001	5bf5febd-3833-4d9a-9fe8-8d7378ea682e	434	unblock
1691789431.2187824	57992	34	5015	c56d75a0-8ed8-4616-b32d-4c13df119257	377	unblock
1691789557.1089964	56011	180	5004	45d4abb7-8abb-4133-9817-4726255a404e	357	unblock
1691789580.2004492	70720	49	5029	1188b608-74cf-438b-8d82-7b750caedaac	183	no_decision
1691789581.2942977	70720	49	10033	1188b608-74cf-438b-8d82-7b750caedaac	458	unblock
1691789611.726455	56095	2	5022	8c63a012-70c1-43ca-bdcb-22e7abcbf7fc	400	unblock
1691789708.167132	60643	58	5006	90f5e95d-bf0a-46f9-bd24-dd63dac2448e	385	unblock
1691789918.8814662	139240	56	5004	dd83726b-8c73-456c-bea2-b38d535c28c2	391	unblock
1691790289.3411217	60366	82	5000	0c92e1cf-f2c9-4db1-a280-ab782bc8b166	225	unblock
1691790324.6733086	77901	169	5002	2450841e-8c41-42fd-b9d1-c2dfce8ef1d2	417	unblock
1691790758.6380746	76195	232	5003	df3d0278-4e26-4ca9-b7c2-867a530b77f4	382	unblock
1691790837.2827938	72985	76	5001	1f5914fb-dc41-43bd-8e81-3b5035eb171e	435	unblock
1691790875.608757	55183	244	5003	12616296-4a6d-4e46-81b2-56f82323d06c	423	unblock
1691791058.0975437	67415	208	5004	c7d1a0ba-bbed-43b1-89ce-a45d21260e0d	365	unblock
1691791081.3641653	57049	171	5000	5516a19e-7a39-4686-b179-16caa18877cd	333	unblock
1691791083.9367232	59238	165	5000	f743bb80-8758-4e26-8237-6911c26be1bf	488	unblock
1691791149.6476038	62293	200	5005	f1670fc7-0adc-42fd-a314-92ec0debdad5	459	no_decision
1691791150.796301	62293	200	10015	f1670fc7-0adc-42fd-a314-92ec0debdad5	888	no_decision
1691791151.5935624	62293	200	15018	f1670fc7-0adc-42fd-a314-92ec0debdad5	1286	no_decision
1691791152.6445143	62293	200	20022	f1670fc7-0adc-42fd-a314-92ec0debdad5	1705	no_decision
1691791153.6652162	62293	200	25028	f1670fc7-0adc-42fd-a314-92ec0debdad5	2146	no_decision
1691791154.7704103	62293	200	30040	f1670fc7-0adc-42fd-a314-92ec0debdad5	2564	no_decision
1691791155.8942623	62293	200	35041	f1670fc7-0adc-42fd-a314-92ec0debdad5	3001	no_decision
1691791156.6972122	62293	200	40048	f1670fc7-0adc-42fd-a314-92ec0debdad5	3437	no_decision
1691791157.8798878	62293	200	45066	f1670fc7-0adc-42fd-a314-92ec0debdad5	3830	no_decision
1691791158.8676243	62293	200	50082	f1670fc7-0adc-42fd-a314-92ec0debdad5	4277	stop_receiving
1691791535.592876	84510	152	5007	7909c7ff-3258-402d-813c-ff7e38b5f94e	316	unblock
1691791686.1291728	52996	26	5004	879fa5b6-1cdd-426e-a15b-6cb5d6215297	413	unblock
1691791740.768317	79010	24	5020	9d5fa888-ade6-4f04-b840-ecfd41d8febd	400	unblock
1691791888.5319178	104876	238	5011	9986ebda-e3eb-4f51-842e-17f18d0b24ab	459	unblock
1691791937.9255126	73212	247	5000	922c94e0-1ffa-4e5c-ab7e-d62ca6f54b70	119	no_decision
1691791939.0134208	73212	247	10005	922c94e0-1ffa-4e5c-ab7e-d62ca6f54b70	245	no_decision
1691791940.091882	73212	247	15013	922c94e0-1ffa-4e5c-ab7e-d62ca6f54b70	373	unblock
1691792390.8540163	76163	48	5000	729b8c21-c2d0-44fd-80d6-bdc171fac7b1	347	unblock
1691792532.3006976	95127	237	5002	91de9540-8b97-4d01-806f-152b46479ea6	388	unblock
1691792644.7386014	78506	182	5009	d3e16479-4ab0-42ad-a18f-860c322c0ce9	404	unblock
1691792736.073698	86817	157	5005	56d61a75-bee2-4d03-afe5-ea1c55cfafb3	452	unblock
1691792748.983137	77097	48	5000	08a017ed-2179-4720-b9ef-c23df2e57787	367	unblock
1691792927.775122	86880	67	5001	179f2a6e-b6b5-408b-9d06-88caf35c2914	382	unblock
1691792954.9568815	68052	10	5009	2b2134f9-f889-48cf-bc24-74a6afbf3df5	420	unblock
1691792954.9568815	66621	175	5005	e0c28e20-efd2-4816-a440-e2b936b7ebd5	371	unblock
1691793008.5353167	80897	233	5003	37fe9866-bcff-47fb-a259-6ebc35832492	240	unblock
1691793101.0253458	77129	148	5004	a446d536-3fd1-45bc-a85b-b06f3c8d3c28	395	unblock
1691793188.661624	99323	155	5020	781d5887-e461-474c-8f53-cae6933a5036	347	unblock
1691793254.5391936	83872	28	5000	679c937a-10a7-49a7-83f0-074f0d339159	420	unblock
1691793276.7036388	96031	156	5010	85fc5d4d-a362-4ebf-81e7-43d1d51abdfd	397	unblock
1691793358.0064926	45697	61	5000	6d343ba0-0abd-44be-a95c-80a3ea8d0dd0	410	unblock
1691793378.8466437	96139	63	5003	2f832af2-fd18-4f23-bb08-0e96e3ac634a	378	unblock
1691793392.4637988	73586	230	5004	5a12f2b3-afd0-4d75-bd83-31cbbfc62517	413	unblock
1691793451.1562486	87400	114	5000	268d427a-1ee2-44da-86bf-89d51e3dd09e	424	unblock
1691793474.5595376	78757	130	5004	916d8d9d-8668-41f7-a754-2254a54a8731	308	unblock
1691793526.565078	20129	68	5005	4021d6bd-7106-4962-9ca0-7033aadbcd94	374	unblock
1691793549.6751506	85825	207	5003	8b9ec55e-2729-490e-a454-35631d5b4b8c	358	no_decision
1691793550.811347	85825	207	10006	8b9ec55e-2729-490e-a454-35631d5b4b8c	610	no_decision
1691793551.598859	85825	207	15010	8b9ec55e-2729-490e-a454-35631d5b4b8c	911	no_decision
1691793552.620797	85825	207	20016	8b9ec55e-2729-490e-a454-35631d5b4b8c	1347	no_decision
1691793553.657725	85825	207	25037	8b9ec55e-2729-490e-a454-35631d5b4b8c	1482	no_decision
1691793554.7571335	85825	207	30039	8b9ec55e-2729-490e-a454-35631d5b4b8c	1930	no_decision
1691793555.8764942	85825	207	35040	8b9ec55e-2729-490e-a454-35631d5b4b8c	2371	no_decision
1691793557.0477204	91880	191	5022	b261f197-51e6-4763-91fd-91e7517cae53	397	unblock
1691793588.1111262	78321	18	5002	5d9fb031-59cb-4f31-83d7-eb282318fab0	322	unblock
1691793733.610782	87224	249	5005	f87c21a2-4ba5-4e6c-9209-0432b5a66d3a	253	no_decision
1691793839.5540571	85122	204	5009	11a9b039-3f41-4423-bd34-2073d0f11082	328	unblock
1691793968.312047	81697	146	5002	42f67d8d-11df-4534-bbaa-b496410274d2	416	unblock
1691793987.9462762	90666	53	5003	15acaa19-a281-47b0-9367-7defb9af50a1	393	unblock
1691794044.8092277	97237	30	5002	6f6f60dc-768c-4c87-af8e-f5055784b172	417	unblock
1691794121.1066113	79141	248	5001	0a8b3972-5b19-4c2e-a399-9e0bae90b756	404	unblock
1691794151.1307323	83174	3	5010	12c67fc1-25c4-4712-9035-014e8584aa90	393	unblock
1691794613.4794066	63876	173	5016	3535eddb-3812-4690-9312-0f772a213f76	342	unblock
1691794621.7250955	41296	185	5005	ac3db056-c83a-4998-830a-c8eab113bd29	407	unblock
1691794630.1323564	90662	144	5011	7da9a1cf-aa49-41fc-93c6-29b5b894e141	404	unblock
1691794705.730815	73296	189	5013	91ec5077-5100-4e0c-ba8c-edcb1b8f7bc6	387	unblock
1691794734.6300335	89682	249	5004	4e0cc592-0477-4876-93cb-b6980474d6cf	406	unblock
1691794804.8728406	83907	45	5008	a14fc659-2e50-49d1-82f6-9b35f3b1219c	269	unblock
1691794811.420946	93781	92	5007	cc2ca239-f2d3-4844-a62a-b75bc8d24efa	421	unblock
1691794852.3896384	94462	93	5014	7e760e66-28f8-408a-a4a5-6273bef558fc	408	no_decision
1691794853.5044324	94462	93	10014	7e760e66-28f8-408a-a4a5-6273bef558fc	791	no_decision
1691794854.2920566	94462	93	15018	7e760e66-28f8-408a-a4a5-6273bef558fc	1253	no_decision
1691794855.3272011	94462	93	20023	7e760e66-28f8-408a-a4a5-6273bef558fc	1677	no_decision
1691794856.3471603	94462	93	25023	7e760e66-28f8-408a-a4a5-6273bef558fc	2114	no_decision
1691794857.4212933	94462	93	30023	7e760e66-28f8-408a-a4a5-6273bef558fc	2527	no_decision
1691794858.5231493	94462	93	35031	7e760e66-28f8-408a-a4a5-6273bef558fc	2950	no_decision
1691794859.215431	94462	93	40038	7e760e66-28f8-408a-a4a5-6273bef558fc	3376	no_decision
1691794860.3882678	94462	93	45048	7e760e66-28f8-408a-a4a5-6273bef558fc	3784	no_decision
1691795021.7563384	99132	206	5001	b3cc70bf-0188-4978-9f4b-013d9c21d079	381	unblock
1691795419.311334	77507	103	5005	34db0072-5dd9-413f-aabc-c9dbf958c6d8	458	unblock
1691795424.6700122	90264	35	5008	ea44c120-5c4d-4290-bc0f-821f81768504	182	no_decision
1691795425.689387	90264	35	10014	ea44c120-5c4d-4290-bc0f-821f81768504	367	no_decision
1691795493.4395504	113767	238	5003	fed156b4-a683-4b21-8805-aace7efdb08b	376	unblock
1691795552.0999906	67611	128	5007	3fb2be54-e4c3-49c6-a919-42318e7ee72c	386	unblock
1691795562.3323643	75396	189	5000	8cafff1a-bb59-482b-b61a-0f30f801425c	376	no_decision
1691795563.320151	75396	189	10004	8cafff1a-bb59-482b-b61a-0f30f801425c	835	no_decision
1691795687.7116375	69672	235	5000	b3350aea-e8e4-4746-b2d9-6db943c04681	390	unblock
1691796040.717049	98270	199	5003	a10d6d82-b7ee-45e1-9b7d-494089941754	400	unblock
1691796110.5705836	107652	142	5005	fb198728-3523-40c4-97a9-057e7a4c0187	357	unblock
1691796340.5934048	64991	246	5007	aa9b51f7-4f6d-4731-8c7b-4bf054cd23eb	327	unblock
1691796641.9988172	86359	248	5001	ad5224e8-6a11-43a5-8039-65becc3ef869	342	unblock
1691796688.651004	92557	232	5002	0851cc6a-4325-4086-896c-4688ac75fafb	382	unblock
1691796749.4798594	81455	179	5008	11569aa9-b0ea-4c3f-a33b-25bbb4d35ae8	431	unblock
1691796817.411713	102912	107	5014	00bacb43-8a08-419a-b1aa-69ee3869c70e	394	unblock
1691796840.6430805	83534	208	5001	c0a51add-00e2-4bdd-8f64-c4676f5b0a1d	403	unblock
1691797082.1841838	81452	54	5003	6c7989f8-387e-4851-b1f7-1ea4103736be	373	unblock
1691797189.2434237	97600	219	5002	5433db04-65a5-4085-90e4-e4e5de604ef5	283	unblock
1691797193.0101662	254478	81	5003	111bd28e-83b6-4374-b2d4-c30b43a7e1a9	229	unblock
1691797205.7086463	84968	15	5006	fd369936-2b80-4ce0-9647-c1324e9ae9ee	332	unblock
1691797212.6632566	69693	83	5005	ec85aa16-546d-4350-85d7-586e43323a00	359	no_decision
1691797213.4029255	69693	83	10007	ec85aa16-546d-4350-85d7-586e43323a00	850	no_decision
1691797214.569682	69693	83	15011	ec85aa16-546d-4350-85d7-586e43323a00	1281	no_decision
1691797215.5961237	69693	83	20020	ec85aa16-546d-4350-85d7-586e43323a00	1703	no_decision
1691797216.58594	69693	83	25021	ec85aa16-546d-4350-85d7-586e43323a00	2163	no_decision
1691797217.6677463	69693	83	30026	ec85aa16-546d-4350-85d7-586e43323a00	2622	no_decision
1691797218.4059386	69693	83	35030	ec85aa16-546d-4350-85d7-586e43323a00	3074	no_decision
1691797219.5802968	69693	83	40031	ec85aa16-546d-4350-85d7-586e43323a00	3484	no_decision
1691797220.383505	69693	83	45039	ec85aa16-546d-4350-85d7-586e43323a00	3902	no_decision
1691797362.8004615	87567	32	5016	51df719f-e941-4274-ba44-ca2433e9b370	411	unblock
1691797411.8760784	79799	172	5000	cccea189-29bf-42c8-827e-340456590c8a	354	unblock
1691797455.9184394	79977	120	5014	8c0649fb-1560-4255-8616-ec83c6985362	416	unblock
1691797647.832811	93815	12	5005	57d94433-e197-46eb-9f0b-271500a6d45b	361	unblock
1691797719.1210048	101432	53	5004	0e6e338e-2e03-4f0e-acdd-334b7978121b	458	unblock
1691797853.8134477	94554	204	5005	e55d15fc-36f6-4a61-b480-674af284ea1a	333	unblock
1691798078.2958272	89335	5	5000	ab90a880-1811-44d8-8443-7edfa6c9f79a	389	unblock
1691798095.6383698	84491	103	5006	81f630a6-2426-4143-8087-383481cc49df	390	no_decision
1691798096.6622262	84491	103	10006	81f630a6-2426-4143-8087-383481cc49df	789	no_decision
1691798097.7310925	84491	103	15013	81f630a6-2426-4143-8087-383481cc49df	1198	no_decision
1691798098.7966783	84491	103	20014	81f630a6-2426-4143-8087-383481cc49df	1573	no_decision
1691798099.919065	84491	103	25017	81f630a6-2426-4143-8087-383481cc49df	1999	no_decision
1691798101.0304549	84491	103	30017	81f630a6-2426-4143-8087-383481cc49df	2393	no_decision
1691798101.8429365	84491	103	35019	81f630a6-2426-4143-8087-383481cc49df	2832	no_decision
1691798102.9441376	84491	103	40030	81f630a6-2426-4143-8087-383481cc49df	3311	no_decision
1691798103.597651	84491	103	45034	81f630a6-2426-4143-8087-383481cc49df	3739	no_decision
1691798104.6063204	84491	103	50040	81f630a6-2426-4143-8087-383481cc49df	4171	stop_receiving
1691798163.8610146	97917	74	5000	39cbfbcf-0ced-4cb5-bf73-7eb246783bb7	424	unblock
1691798236.0809948	86559	62	5009	9b6fffff-8af5-4b79-b511-1856e354d6f1	289	unblock
1691798272.217682	150856	132	5001	80fb2426-3516-4f8f-8699-516404161e89	380	unblock
1691798341.1587963	104623	152	5005	33cf4271-0631-49bd-ba9b-c200c196340f	384	unblock
1691798347.29188	77184	149	5002	69f85bf0-445d-4448-80f4-9e8bdd2bfebf	375	unblock
1691798348.624113	90133	5	5005	f14db8b9-278c-431d-83b6-c56e74a20b70	393	unblock
1691798577.3939588	72378	59	5004	37a5cdf4-fa75-47a8-872b-58169106b4fc	379	unblock
1691798620.0137794	105971	199	5013	1e1c08e0-4e63-4964-a3f9-dce2d031d455	360	unblock
1691798633.9164662	91771	91	5004	d7503285-a7df-4101-8cef-57bfcfc898c2	304	unblock
1691798647.3805	65604	101	5012	c3027e3b-3466-45b6-b9ac-54daad3472ba	315	unblock
1691798762.7295856	57782	97	5002	9432278c-3da4-4f60-a681-587cc8672b17	355	unblock
1691799001.9732077	82793	124	5002	bd367ecd-3eb4-4d7b-aa79-89d063292155	390	unblock
1691799049.460387	106946	169	5005	24ef364d-834b-422a-bd9d-127563f58076	365	unblock
1691799206.1305144	111954	214	5005	071c861a-ebb6-44cb-8799-412ff31621e1	371	unblock
1691799375.847119	87611	103	5008	9c987fcd-1c3e-4661-ba9e-3b4d5c7edb5e	393	unblock
1691799593.4372437	123525	252	5002	cdc45e01-4301-4dc6-9bad-375132bf4c2d	242	no_decision
1691799594.4251568	123525	252	10058	cdc45e01-4301-4dc6-9bad-375132bf4c2d	517	unblock
1691799617.8531804	93259	5	5001	bde44d7f-925b-43a4-8c62-d593356c4c76	403	no_decision
1691799618.968923	93259	5	10004	bde44d7f-925b-43a4-8c62-d593356c4c76	852	no_decision
1691799619.7095475	93259	5	15018	bde44d7f-925b-43a4-8c62-d593356c4c76	1285	no_decision
1691799620.7953787	93259	5	20021	bde44d7f-925b-43a4-8c62-d593356c4c76	1685	no_decision
1691799621.9468603	93259	5	25021	bde44d7f-925b-43a4-8c62-d593356c4c76	2121	no_decision
1691799622.7659876	93259	5	30023	bde44d7f-925b-43a4-8c62-d593356c4c76	2568	no_decision
1691799623.9149954	93259	5	35023	bde44d7f-925b-43a4-8c62-d593356c4c76	2975	no_decision
1691799624.9035316	93259	5	40023	bde44d7f-925b-43a4-8c62-d593356c4c76	3426	no_decision
1691799625.9570546	93259	5	45027	bde44d7f-925b-43a4-8c62-d593356c4c76	3875	no_decision
1691799802.1244388	78154	2	5020	15330441-abfe-4322-9b70-521a61adce7a	443	no_decision
1691799806.9722097	412719	87	5005	1dedb5d8-1ed2-458a-ab50-37bb188d2129	228	no_decision
1691799808.0752437	412719	87	10008	1dedb5d8-1ed2-458a-ab50-37bb188d2129	629	no_decision
1691799808.831558	412719	87	15016	1dedb5d8-1ed2-458a-ab50-37bb188d2129	1068	no_decision
1691799835.1917417	82359	149	5005	717558c0-423e-46a5-b154-4ad65c65bedd	340	unblock
1691799912.8212185	104863	219	5004	cd257f02-8fd4-4dc4-b2b8-7934f76dc53a	411	no_decision
1691799913.958333	104863	219	10004	cd257f02-8fd4-4dc4-b2b8-7934f76dc53a	839	no_decision
1691799915.1261084	104863	219	15005	cd257f02-8fd4-4dc4-b2b8-7934f76dc53a	1239	no_decision
1691799915.9291484	104863	219	20014	cd257f02-8fd4-4dc4-b2b8-7934f76dc53a	1695	no_decision
1691799916.714917	104863	219	25026	cd257f02-8fd4-4dc4-b2b8-7934f76dc53a	2099	no_decision
1691799917.706648	104863	219	30029	cd257f02-8fd4-4dc4-b2b8-7934f76dc53a	2513	no_decision
1691799918.7615886	104863	219	35031	cd257f02-8fd4-4dc4-b2b8-7934f76dc53a	2926	no_decision
1691799919.8819418	104863	219	40033	cd257f02-8fd4-4dc4-b2b8-7934f76dc53a	3346	no_decision
1691799921.00544	104863	219	45034	cd257f02-8fd4-4dc4-b2b8-7934f76dc53a	3789	no_decision
1691799921.7311296	104863	219	50041	cd257f02-8fd4-4dc4-b2b8-7934f76dc53a	4223	stop_receiving
1691800031.2024322	84829	189	5000	ca2351f8-57a8-45d8-be11-6eb7b61abed7	399	unblock
1691800103.3236103	94250	248	5001	54229895-a0c0-48f9-9add-a4d19d18a67f	326	unblock
1691800138.4798386	97653	14	5003	b73cbb4b-3c1b-48f3-9c2c-9c465ce99e09	379	unblock
1691800155.0184443	101449	60	5003	65ce2af1-539a-437e-923f-834d820509b9	379	unblock
1691800191.4654696	78789	173	5001	bcaf6c25-b9aa-4330-bec2-32372eb55417	240	unblock
1691800334.8390794	71463	26	5011	85c8b5a4-3bd1-44ff-9c12-0a5727300faa	376	unblock
1691800378.7022169	101417	212	5002	f4a10fe1-2931-4f09-9e6e-f6c197d0f215	391	unblock
1691800616.592464	102720	167	5006	96b9f85b-b8d5-4504-a655-a9d2a7a98b40	373	unblock
1691800908.0817688	103923	249	5002	70dcd9cb-fd86-41ea-84be-3db6378ddc78	366	unblock
1691800962.9064238	122440	155	5006	218819ae-7ea1-4580-87a0-5f966a0866de	350	unblock
1691800969.0399065	74378	246	5011	a079f6b4-f889-43b8-9624-a7d80294c4be	370	unblock
1691801102.3869038	103272	153	5002	3ebb6425-a9e8-41a5-94b2-9d5ced7c99da	357	unblock
1691801107.037042	92471	16	5003	686054a9-e414-47ed-8b51-54fd63da424f	384	unblock
1691801164.1129572	97154	32	5001	390c8f5d-8190-4ac8-9c1c-806d57ff2bb7	391	unblock
1691801205.2491908	63792	97	5003	a7b0c3dc-0b61-4d95-9c4f-90a360aa6f7b	403	unblock
1691801236.8638103	103297	60	5002	14c9e831-d3ff-43be-add2-b62ddd53b298	429	no_decision
1691801237.9472816	103297	60	10010	14c9e831-d3ff-43be-add2-b62ddd53b298	837	no_decision
1691801238.6875775	103297	60	15018	14c9e831-d3ff-43be-add2-b62ddd53b298	1243	no_decision
1691801239.7910912	103297	60	20019	14c9e831-d3ff-43be-add2-b62ddd53b298	1577	no_decision
1691801240.9579585	103297	60	25020	14c9e831-d3ff-43be-add2-b62ddd53b298	1994	no_decision
1691801241.7885332	103297	60	30026	14c9e831-d3ff-43be-add2-b62ddd53b298	2451	no_decision
1691801242.9814942	103297	60	35034	14c9e831-d3ff-43be-add2-b62ddd53b298	2923	no_decision
1691801755.1929953	97486	64	5010	39536f92-46e4-4104-9750-b227aafa779f	369	unblock
1691801838.7432854	92209	54	5000	194c137a-3680-4e59-86d1-4589dce33cd0	141	no_decision
1691802056.5850222	84487	223	5000	ac30a63e-09b3-4ed3-ab40-0d6c60402208	384	no_decision
1691802407.3437562	57616	163	5022	b62be6f2-2cdc-4eb9-9db5-d720db3974fa	396	unblock
1691802496.2625103	93885	54	5020	0f9e6756-ceac-45e1-8f97-bdc4b337c566	410	unblock
1691802602.4818506	123380	202	5002	10e5faff-a8af-42e8-8485-292381d1dd99	372	unblock
1691802729.5706024	106309	212	5003	9e23338b-8b8b-4d71-a48f-83412e55548d	399	unblock
1691802789.624196	123277	214	5000	9ca92555-7bdb-49b1-badc-6ec20be2d144	403	unblock
1691802801.7568536	155636	217	5002	eb0d3f25-3e34-4e81-9174-ec5cc80cd602	395	no_decision
1691802930.204508	87514	58	5008	41e47511-ceed-4e5a-92b3-747afb661b32	417	unblock
1691803059.6345086	83621	82	5002	b9b40893-edca-4c6c-8793-784d172142cd	415	unblock
1691803088.6367853	130356	238	5001	cbcc4d33-1f98-443f-9a0e-6945442d36a7	424	no_decision
1691803106.7097535	81993	193	5006	d89c691e-005b-40e7-bdb6-404bfbba49e5	391	unblock
1691803273.301144	82538	193	5018	5c7880f3-8750-4149-9a1f-8382cead3c49	357	unblock
